location_id,guest_user_available,name,description,area,rating,category,category_name,category_resource,latitude,longitude,coordinates,website,address,phone,reviews,medias,media_urls,favorite_locations,updatedAt,Country,Geocode cache
recHH2Vio1eOwUDzm,,Pettigalawatta Fuel Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.0376137,80.2241581,"6.0376137,80.2241581",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHhbbyYAPfDDo1y,,Sri Maha Bodhi (The Sacred Bo-Tree),"In the Mahamewna Gardens, Anuradhapura there is what is known as the Sri Maha Bodhi (The Sacred Bo-Tree) which is said to be the southern limb of the historical Sri Maha Bodhi Tree in India under which Lord Buddha received enlightenment.",Sharabha - Zone 4,5,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,8.34478160,80.39725110,"8.34478160,80.39725110",,,,,"4937,4938","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHhbbyYAPfDDo1y_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHhbbyYAPfDDo1y_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rechHL6tQr3pziFjy,checked,Trincomalee Whale and Dolphin Watching,"Although Trincomalee is known most of the year round for its harbor and white sandy beaches, from July to September people know it best for its 4 and 5 hour cruise trips to watch the whales and dolphin.",Sharabha - Zone 4,5,Wildlife,Wildlife,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Wildlife_MGRmv_X4vX.png?updatedAt=1728630071955,8.57771699,81.31173379,"8.57771699,81.31173379",,,,,"5636,5637","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechHL6tQr3pziFjy_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechHL6tQr3pziFjy_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHi0WD3ElDpGfgO,,Fuel Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.5785811,79.9625148,"6.5785811,79.9625148",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHiBVkF8oFIC82n,,Valaichenai Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,7.9084495,81.533683,"7.9084495,81.533683",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHiD2B9uyK9bhS9,,T.S Motors , Phone Number - +94 723 412 740,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,8.5980351,81.2186511,"8.5980351,81.2186511",,,94 752 560 755,,,,,30/9/2025 3:22pm,Sri Lanka,
rechid60qZNvkDdAs,,IOC Filling Station - Passara,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.9347182,81.1554104,"6.9347182,81.1554104",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rechiLE1pD1M6MPQk,,Belanbandi Palassa,"One of Sri Lanka’s most important discoveries is the Mesolithic site Belanbandi Palassa because what has become known as Balangoda Man was found there. These are some human skeletal remains which have proven to date accurately, however tests that have been made date the remains to at least 6,500 years BC.",Sharabha - Zone 4,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.51417316,80.84911195,"6.51417316,80.84911195",,,,,"5645,5646","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechiLE1pD1M6MPQk_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechiLE1pD1M6MPQk_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHJ4T9zA4tZn04s,,The Walkers Restaurant,,,4,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,8.3335337,80.4141562,"8.3335337,80.4141562",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHjNZYhGVg1ZfcA,,Galpotha (Stone Book) - Polonnaruwa Kingdom,The Galpotha (Stone Book) which measures 26’10” feet (8.2 meters) by 4’7” feet (1.4 meters) and contains more than 4300 characters in 72 lines in 3 columns was created by and tells the story of King Nissanka Malla (1187-1196).,Karkadann - Zone 5,5,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.94784991,81.00167316,"7.94784991,81.00167316",,,,,"4939,4940","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHjNZYhGVg1ZfcA_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHjNZYhGVg1ZfcA_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHJUdzf4ZeHvuRb,,Udagama Duwili Ella,As the water falls on to the rocks at the bottom of the 30 meter high Udagama Duwili Ella falls it creates a mist which is said to be very beautiful. The hydro power of the water at these falls has now been harnessed so as to provide power to 125 local families.,Karkadann - Zone 5,3,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,6.44424020,80.70263990,"6.44424020,80.70263990",,,,,"4927,4928","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHJUdzf4ZeHvuRb_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHJUdzf4ZeHvuRb_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rechK1BHhzuizIi3n,checked,"Muhathuwaram Beach, Batticaloa",Batticaloa Town is a popular destination for visitors to Sri Lanka and one of the top attractions just 5kms from the town is Muhathuwaram Beach which is home to the 28 meter tall lighthouse.,Karkadann - Zone 5,5,SurfnBeach,Surf n Beach,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Surfing_QRqEPJHHHg.png?updatedAt=1728630069726,7.78079000,81.64997400,"7.78079000,81.64997400",,,,,"5638,5639","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechK1BHhzuizIi3n_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechK1BHhzuizIi3n_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHL1ipC1sTc4Iuz,,Hela Bojun Hala,,,5,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,7.6728339,79.8333853,"7.6728339,79.8333853",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rechlaMsqaYmCUTTE,,Burunnewa Sri Nagarukkarama Tampita Viharaya,"Hidden away amidst picturesque paddy fields Burunnewa Sri Nagarukkarama Tampita Viharaya is an ancient temple with some excellent features. The features which are of particular note at this temple are the carved wooden statue of Buddha and a small replica of Tampita Viharaya, also in wood.",Karkadann - Zone 5,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.22065910,80.23599890,"7.22065910,80.23599890",,,,,"5647,5648","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechlaMsqaYmCUTTE_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechlaMsqaYmCUTTE_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHLXPFKzONoXfeX,,Ceypetco Fuel Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,8.0857375,80.97736,"8.0857375,80.97736",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHOT1iYmLzd81rl,,Hathbamba Ella Falls,"Although the Hathbamba Ella Falls are a popular bathing place with local villagers, due to it not being able to be seen from a road, it is relatively unknown to others. The waterfall is 10 meters high and is located along the Ratnapura – Palawela – Karawita road.",Karkadann - Zone 5,3,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,6.62378080,80.36391710,"6.62378080,80.36391710",,,,,"4929,4930","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHOT1iYmLzd81rl_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHOT1iYmLzd81rl_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHOvrNUVzOmfNzG,,"Saman Motors
",,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.1269756,80.254231,"6.1269756,80.254231",,,779846654,,,,,30/9/2025 3:22pm,Sri Lanka,
rechozpfSRSjjF0Sk,,Maduwanwela Wallawwa,"Standing on an 82,000 acre estate the Maduwanwela Wallawwa is the ancestral home to Aduwanwela Disawe, who was known by some as the Dark Prince of Ceylon. The Wallawwa was built in the 1700s by Aduwanwela Disawe’s grandfather on land he was given by two kings after presenting them with the head of an invading Portuguese general.",Makara - Zone 1,4,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.38927714,80.70386594,"6.38927714,80.70386594",,,,,"5649,5650","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechozpfSRSjjF0Sk_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechozpfSRSjjF0Sk_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHqh68G7e4LLyTj,,Kalugala Arannanaya,"Close to the Sinharaja Natural forest reserve is Kalugala Arannanaya, a Buddhist monastery. Thye peace and quiet of the reserve is an iseal place for monks to practice meditation. Founded in 1940 the peaceful setting is helped by the fact that to reach it, monks or visitors alike must hike an hour from the nearest road.",Makara - Zone 1,4,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.43963296,80.24790069,"6.43963296,80.24790069",,,,,"4941,4942","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHqh68G7e4LLyTj_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHqh68G7e4LLyTj_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHQV4TN6qUaLGjW,,David Pieris Motor Company Limited,,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,8.3315352,80.41689,"8.3315352,80.41689",,,94 762 764 671,,,,,30/9/2025 3:22pm,Sri Lanka,
recHRIx7dxQsasm2o,,Lanka Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,9.0072927,79.8850469,"9.0072927,79.8850469",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHrqL1uQuxkhtJ2,checked,Udawalawe National Park,"Sri Lanka’s Udawalawe National Park is located in the Uva Provinces 165kms from Colombo. The area was made a National Park in 1972 as the mainly grasslands are important to the Sri Lankan Elephants and some species of water birds.

There are usually many more elephant sightings here than Yala. Yala is known for a higher chance of seeing leopards.",Macchanu - Zone 2,5,Wildlife,Wildlife,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Wildlife_MGRmv_X4vX.png?updatedAt=1728630071955,6.45722860,80.88279360,"6.45722860,80.88279360",,,,,"4943,4944","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHrqL1uQuxkhtJ2_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHrqL1uQuxkhtJ2_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rechS4wvfFVfFqQ8A,,Ceylon German Technical Training Institute,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.8035274,79.8881319,"6.8035274,79.8881319",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rechT5ITlXyxfGn60,,Lanka Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,8.9200671,79.9459611,"8.9200671,79.9459611",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHTAbj2yaSelSrY,,Ovagiriya Ancient Ruins,"The Ovagiriya Ancient Ruins which are dated back to the 5th century are located in the Ampara District of Sri Lanka. When the site was first discovered it was in complete ruins spread over 7 or 8 acres but the Department of Archaeology has now restored some of the statues and have found what seems to be a unique feature, the stupa on an octagonal platform instead of a round or square one.",Makara - Zone 1,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.21960400,81.56254870,"7.21960400,81.56254870",,,,,"4931,5651","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHTAbj2yaSelSrY_2.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechtabj2yaselsry_1.jpeg",,10/11/2024 11:38am,Sri Lanka,
rechu1CZmg31TsPQp,,Gonnagolla Punchi Sigiriya Ruins,"Formally acknowledged by the Sra Lankan government as an archeological site the Gonnagolla Punchi Sigiriya Ruins are located in the Ampara District. Although some frescoes in this cave temple date back to the 3rd century AD, some evidence exists that date the actual temple back as far as the 3rd century BC.",Karkadann - Zone 5,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.41561510,81.65497610,"7.41561510,81.65497610",,,,,"5652,5653","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechu1CZmg31TsPQp_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechu1CZmg31TsPQp_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rechuHzAdrkZPVfci,,NI Repair and Service Center ,Physically found by Visal during Mahindra journey.,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,7.351972,80.615528,"7.351972,80.615528",,,741136740,,,,,30/9/2025 3:22pm,Sri Lanka,
recHUQcNTC7g615sX,,Weeragoda Gale Viharaya Archaeological Ruins,"Covering an area of about 10 acres around a rock plateau in the Ampara District are the Weeragoda Gale Viharaya Archaeological Ruins. One of the ruins on the rock is what remains of a stupa, a 10 foot high mound of earth 75 feet in circumference.",Karkadann - Zone 5,3,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.38006070,81.69315520,"7.38006070,81.69315520",,,,,"4932,4933","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHUQcNTC7g615sX_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHUQcNTC7g615sX_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
rechv9SkxHR4npH48,,Anawilundawa CYPETCO fuel station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,7.7004208,79.8289699,"7.7004208,79.8289699",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHVymoMSkeosRIR,,Aberdeen falls,"These falls, located in the Kehelgamuwa mountain range, with a height of 98 meters are among the highest in Sri Lanka and although they can be reached by several routes the easiest is considered to be from Dehigasthenna where you take the path for the Abayawardhanaeama Temple and trek for about 45 minutes. Visitors to the falls also enjoy the nearby wildlife reserve which is known for its leopards as well as elephants and many other endemic species.",Karkadann - Zone 5,3,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,6.94844780,80.50189980,"6.94844780,80.50189980",,,,,"4934,4935","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHVymoMSkeosRIR_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHVymoMSkeosRIR_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHVzrO11chnJD71,,Zam Zam Restaurant,,,4,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,5.9732648,80.4292342,"5.9732648,80.4292342",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rechW8ia1p4EG0sAA,,"Sunil Motors
",,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,7.3479393,80.3044547,"7.3479393,80.3044547",,,776523244,,,,,30/9/2025 3:22pm,Sri Lanka,
recHWgylQqtEp2Cd7,,Bara Beach Home,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,6.0669346,80.1696692,"6.0669346,80.1696692",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recHxgpm30PXoTomd,,Magampura Community Development Foundation (Cypetco Fuel Station),,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.1531637,81.1432603,"6.1531637,81.1432603",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rechYE8OJoxjZhugh,,Lanka IOC Fuel Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,7.4850286,80.3673453,"7.4850286,80.3673453",,,,,,,,10/11/2024 11:38am,Sri Lanka,
rechYjeq9h9HYAgDt,,Bundala National Park,The Bundala National Park was designated a National Park in 1993 but prior to that since 1969 it had been a Wildlife Sanctuary. The park is internationally known as an important winter stop off point for migratory birds including the Greater Flamingo. In all it is estimated that no fewer than 169 different species of birds use the park as a wintering ground.,Karkadann - Zone 5,5,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.17849300,81.20749100,"6.17849300,81.20749100",http://www.dwc.gov.lk/Aoldsite/index.php/en/park-fees,,,,"5640,5641","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechYjeq9h9HYAgDt_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechYjeq9h9HYAgDt_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHysNHn8PAPkXwE,,Ruwan Motors,Look for our recomanded mechanic board.,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.90175,80.89244444,"6.90175,80.89244444",,,94 713 577 445,,,,,30/9/2025 3:22pm,Sri Lanka,
rechyXKOu4qdB2Qm0,,Kekunadola Rajamaha Viharaya (Prathiraja Pirivena) Tampita Viharaya,"The Buddhist temple Kekunadola Rajamaha Viharaya is located in the Kalutara District near to the town of Agalawatta. Although the temple was built in the 17th century it is thought that its Bodhi tree was not planted until much later, in 1876.",Makara - Zone 1,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.54516260,80.16032930,"6.54516260,80.16032930",,,,,"5654,5655","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechyXKOu4qdB2Qm0_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/rechyXKOu4qdB2Qm0_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recHz2IWCLSpWF8XZ,,Prasada Stupa ( Indikatu Seya)of the Abayagiri Monastery,"Stupa with a square base are common in Thailand whilst stupas with a circular base are the norm for Sri Lanka however, the Prasada Stupa (Indikatu Seya) located at the Abayagiri Monastery is one of only four known stupa with square bases in Sri Lanka.",Sharabha - Zone 4,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,8.36935940,80.38986170,"8.36935940,80.38986170",,,,,"4945,4946","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHz2IWCLSpWF8XZ_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recHz2IWCLSpWF8XZ_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recI2dCQoBqMpTYGB,,"Chamikara Motors
",,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.9412761,79.8725868,"6.9412761,79.8725868",,,94718278224,,,,,30/9/2025 3:22pm,Sri Lanka,
recI2KKEH4jGZO5Y5,,Whisky Point Resort,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,6.9058802,81.8432619,"6.9058802,81.8432619",,,,,,,,10/11/2024 11:38am,Sri Lanka,
reci3GCXEXWryhqQQ,,Gayan Motors - Hambantota ,"FJFW informed that now he is maintaining this and gave this new number to call (9/10/2025). Kavzar
0754053143
 Phone Number - +94 776 613 649",,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.130479,81.125222,"6.130479,81.125222",,,94 740 924 426 ,,,,,30/9/2025 3:22pm,Sri Lanka,
recI4REUaDbLB6VtI,,Ceypetco,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.7770785,79.882032,"6.7770785,79.882032",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recI7iiPSbn2u9lSE,,The Doctor's House,,,5,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,5.9366241,80.5155117,"5.9366241,80.5155117",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recI8uNbtCe0hL30h,,Andawala Falls ,"Part of a river flowing from the Nayameruhinna mountain range, the 40 meter high Andawala Falls, located at the village of Andawela village in the Nuwara Eliya district can be visited by stopping at the 31 mile post on the Kandy-Regala road. For convenience many visitors to the falls stay at the nearby Hanguranketha rest-house.",Makara - Zone 1,2,Waterfalls,Waterfalls,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Waterfalls_9p71Dn9Vm.png?updatedAt=1728630048678,7.12315930,80.83388070,"7.12315930,80.83388070",,,,,"4947,4948","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recI8uNbtCe0hL30h_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recI8uNbtCe0hL30h_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recI9rZA5lJTWMkgZ,,IOC Petrol Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,7.3874152,81.836088,"7.3874152,81.836088",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recI9ugZy6x2IGwk5,,Batticaloa Lighthouse,Batticaloa Lighthouse was built to a height of 29 meters and is located about 5kms from Batticaloa City. Visitors can reach the lighthouse by taking the Lake Road from Kallady Bridge which is a popular route and area for walking and cycling.,Makara - Zone 1,2,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,7.75484114,81.68542003,"7.75484114,81.68542003",,,,,"4949,4950","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recI9ugZy6x2IGwk5_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recI9ugZy6x2IGwk5_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
recI49ufn0DVoMPGc,,Jayanthi Lanka IOC Filling station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,7.3069653,81.669169,"7.3069653,81.669169",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recI70ainUaCgdDWv,,Chandima Motors - Welangahawala,,,5,Mechanics,Mechanics,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Mechanics_R3J_r2hCx.png?updatedAt=1728630066523,6.23571,80.9294796,"6.23571,80.9294796",,,94 771 798 822,,,,,30/9/2025 3:22pm,Sri Lanka,
recIAEwSTSgwea9KV,,Super Service Station Pvt Ltd,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.8827486,79.8876335,"6.8827486,79.8876335",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recIB6IXHAq7IVIVn,,Sankapala Raja Maha Viharaya,"Legends say the Sankapala Raja Maha Viharaya was built in the mid-2nd century BC by King Dutugemunu for one of his legendary 10 giants, Pussadeva. Several inscriptions found at the site mention Pussadeva which lends some credence to the legends.",Makara - Zone 1,4,Cultural,Cultural,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Cultural.png?updatedAt=1728629392027,6.44117070,80.76052690,"6.44117070,80.76052690",,,,,"4951,4952","https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recIB6IXHAq7IVIVn_1.jpeg, https://ik.imagekit.io/kkflp95sa/TukTukRental/locations/SriLanka/recIB6IXHAq7IVIVn_2.jpeg",,10/11/2024 11:38am,Sri Lanka,
reciBieHXXnxTssdT,,Ruhunu Lanka IOC Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.1228567,81.028571,"6.1228567,81.028571",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recIC7flAAEiwFjIJ,,Machcha Lodge,,,4,Accommodation,Accommodation,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Accommodation_eXD625qUuj.png?updatedAt=1728630048891,7.9274959,80.7209781,"7.9274959,80.7209781",,,,,,,,10/11/2024 11:38am,Sri Lanka,
recICAcEufFefBjBm,,Yamuna Filling Station,,,5,FuelStations,Fuel Stations,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Fuel%20Stations_A0gnJGSs7.png?updatedAt=1728630061584,6.1417535,80.1369971,"6.1417535,80.1369971",,,,,,,,10/11/2024 11:38am,Sri Lanka,
reciCb2CdGcue0fNW,,Hela Bojun Hala,,,5,Restaurants,Restaurants,https://ik.imagekit.io/kkflp95sa/TukTukRental/categories/Restaurants_j7lxO-27g.png?updatedAt=1728630069302,6.8572896,81.3404255,"6.8572896,81.3404255",,,,,,,,10/11/2024 11:38am,Sri Lanka,
